Estadística del Padrón Continuo
30.- Murcia, Región de
Población por sexo, municipios y país de nacimiento
Unidades:   Personas

,Total,España,Extranjero,Europa (sin España),UE28 sin España,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Europa menos UE28,Rusia,Ucrania,África,Argelia,Marruecos,Nigeria,Senegal,América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Asia,China,Pakistán,Oceanía ,
    Total,
        30 Murcia,
            1 de enero de 2016,5.325,4.154,1.171,367,334,23,2,19,3,6,7,200,36,33,3,27,724,29,688,0,2,69,3,1,1,36,0,0,20,0,1,0,0,2,11,8,0,0,
            1 de enero de 2015,5.244,4.115,1.129,364,331,26,2,20,3,7,8,203,25,33,4,27,677,28,641,0,2,78,3,3,1,43,0,0,20,0,1,0,0,2,10,6,0,0,
            1 de enero de 2014,5.156,4.039,1.117,386,353,30,1,16,7,9,10,221,24,33,4,26,642,25,609,0,2,77,4,4,2,44,0,1,15,0,1,0,0,2,12,8,0,0,
            1 de enero de 2013,5.115,4.006,1.109,394,364,32,4,15,8,10,9,224,24,30,4,21,639,26,606,0,2,69,2,5,2,40,0,0,15,0,1,0,0,1,7,5,0,0,
        30021 Fuente Álamo de Murcia,
            1 de enero de 2020,8.687,5.819,2.868,532,510,4,2,44,1,13,13,269,127,22,5,12,1.267,8,1.249,2,2,1.054,4,59,3,33,8,6,799,104,5,2,0,6,14,9,0,1,
            1 de enero de 2019,8.611,5.764,2.847,515,492,5,3,44,2,18,9,258,122,23,6,12,1.297,7,1.281,2,1,1.018,5,54,5,22,6,5,794,101,2,3,0,3,16,11,0,1,
            1 de enero de 2018,8.459,5.709,2.750,473,453,5,3,45,2,25,7,221,116,20,5,11,1.265,6,1.251,2,0,995,5,58,4,23,5,4,783,95,2,3,0,2,17,10,0,0,
            1 de enero de 2017,8.452,5.746,2.706,510,490,5,3,51,3,34,9,237,119,20,5,11,1.232,5,1.218,1,3,949,3,56,2,23,4,4,772,70,4,3,0,1,15,7,0,0,
            1 de enero de 2016,8.427,5.672,2.755,540,518,5,3,53,2,40,16,242,129,22,5,10,1.229,4,1.217,1,3,969,3,59,2,19,2,4,799,67,4,2,0,3,17,6,0,0,
            1 de enero de 2015,8.498,5.661,2.837,530,511,5,4,53,4,46,15,231,122,19,5,7,1.264,4,1.254,1,2,1.025,3,72,2,17,2,4,815,95,4,3,0,3,18,8,0,0,
            1 de enero de 2014,8.524,5.625,2.899,571,550,6,7,53,3,56,15,251,131,21,4,10,1.269,4,1.258,1,1,1.037,6,72,3,17,2,4,819,99,3,2,0,3,22,8,0,0,
            1 de enero de 2013,8.761,5.557,3.204,863,842,17,10,61,6,102,19,404,181,21,4,11,1.301,4,1.293,1,0,1.018,7,60,2,21,1,3,844,64,4,2,0,5,22,9,0,0,
        30022 Jumilla,
            1 de enero de 2020,13.554,10.257,3.297,282,259,8,81,19,5,0,9,63,53,23,0,7,1.282,26,771,8,54,1.705,14,320,16,161,12,2,948,15,14,6,2,8,28,15,6,0,
            1 de enero de 2019,13.305,10.270,3.035,289,267,4,103,19,4,1,8,64,48,22,0,6,1.213,33,778,7,38,1.509,13,287,15,120,4,2,912,15,8,6,2,8,24,15,5,0,
            1 de enero de 2018,13.334,10.319,3.015,324,299,3,120,22,18,1,5,66,53,25,1,6,1.195,35,791,10,25,1.471,17,283,15,105,5,2,946,11,6,5,2,7,25,16,4,0,
            1 de enero de 2017,13.416,10.420,2.996,358,329,3,140,22,30,1,6,61,52,29,1,7,1.158,44,770,5,28,1.456,21,270,18,106,4,2,949,6,6,5,1,8,24,15,3,0,
            1 de enero de 2016,13.174,10.389,2.785,334,308,3,142,22,16,2,5,49,55,26,0,7,1.013,45,673,5,17,1.413,16,274,16,95,3,2,938,5,8,2,1,8,25,16,3,0,
            1 de enero de 2015,13.181,10.391,2.790,354,331,2,144,23,4,2,8,64,55,23,0,7,945,46,626,5,10,1.465,13,290,16,90,3,2,990,6,8,2,2,6,26,16,3,0,
            1 de enero de 2014,13.211,10.402,2.809,395,372,4,158,20,5,12,9,76,56,23,0,7,905,42,602,4,9,1.481,11,295,18,93,2,1,1.003,6,7,2,2,5,28,17,4,0,
            1 de enero de 2013,13.338,10.383,2.955,497,472,2,190,22,7,19,14,102,62,25,0,9,899,47,607,2,6,1.529,15,320,14,103,1,1,1.022,3,7,1,2,5,30,20,2,0,
        30023 Librilla,
            1 de enero de 2020,2.728,2.433,295,93,83,2,0,53,3,4,3,8,8,10,4,3,111,1,105,0,0,88,6,20,2,8,6,0,29,8,0,1,1,3,3,3,0,0,
            1 de enero de 2019,2.728,2.430,298,98,88,2,0,57,4,5,4,7,6,10,4,3,111,2,104,0,0,86,4,19,3,4,5,0,26,14,0,1,1,3,3,3,0,0,
            1 de enero de 2018,2.654,2.397,257,91,79,2,0,53,2,3,4,5,7,12,4,5,100,1,97,0,1,63,3,21,3,3,3,0,18,3,0,1,1,2,3,3,0,0,
            1 de enero de 2017,2.632,2.385,247,88,80,2,0,54,2,4,3,6,7,8,4,1,101,1,96,0,1,55,3,18,2,2,3,0,13,5,0,1,1,3,3,3,0,0,
            1 de enero de 2016,2.607,2.362,245,94,86,3,0,57,2,4,3,6,9,8,4,1,89,1,86,0,0,59,3,19,2,1,4,0,17,4,0,1,1,2,3,3,0,0,
            1 de enero de 2015,2.571,2.320,251,97,88,4,0,58,1,2,3,8,10,9,5,1,95,0,94,0,0,56,4,20,2,1,4,0,15,2,0,1,1,0,3,3,0,0,
            1 de enero de 2014,2.504,2.264,240,96,88,4,0,57,1,1,3,9,11,8,4,1,91,0,90,0,0,50,4,19,2,0,4,0,17,1,0,0,1,1,3,3,0,0,
            1 de enero de 2013,2.461,2.210,251,103,96,5,0,59,1,3,3,11,12,7,3,1,96,0,95,0,0,48,4,15,2,0,3,0,19,2,0,0,1,1,4,4,0,0,
        30024 Lorca,
            1 de enero de 2020,48.838,35.895,12.943,1.947,1.867,48,163,756,32,13,30,201,555,80,12,26,6.375,68,5.300,100,191,4.347,81,405,16,183,73,13,2.863,21,99,43,6,62,272,60,149,2,
            1 de enero de 2019,48.331,35.881,12.450,2.073,2.003,47,188,758,39,10,31,200,656,70,9,21,6.129,65,5.195,94,160,3.974,73,398,13,136,62,13,2.809,19,86,39,5,37,274,58,144,0,
            1 de enero de 2018,47.660,35.920,11.740,2.065,1.996,51,185,753,38,6,27,179,681,69,9,20,5.641,57,4.889,83,124,3.796,72,397,12,114,44,9,2.806,15,83,42,5,28,238,54,128,0,
            1 de enero de 2017,47.240,35.934,11.306,2.063,1.993,52,166,772,27,7,31,173,686,70,11,20,5.266,60,4.581,75,111,3.759,70,402,10,110,44,7,2.848,14,62,41,2,32,218,51,120,0,
            1 de enero de 2016,46.949,35.850,11.099,2.071,1.999,68,182,784,30,7,41,179,630,72,12,19,4.976,68,4.314,67,110,3.856,72,423,11,108,36,8,2.955,11,65,38,1,26,196,61,98,0,
            1 de enero de 2015,46.986,35.734,11.252,2.148,2.074,70,203,794,36,13,50,204,622,74,12,18,4.892,69,4.295,61,95,4.020,81,429,12,105,29,13,3.110,12,70,38,1,26,192,54,98,0,
            1 de enero de 2014,47.126,35.634,11.492,2.290,2.214,79,234,810,42,19,63,235,640,76,12,21,4.835,81,4.227,71,96,4.177,83,460,15,106,31,12,3.228,13,75,42,1,23,190,60,91,0,
            1 de enero de 2013,47.909,35.579,12.330,2.681,2.600,95,383,845,49,34,90,274,725,81,12,20,5.036,95,4.394,71,90,4.419,83,514,17,112,29,12,3.410,11,77,39,0,21,194,59,94,0,
        30025 Lorquí,
            1 de enero de 2020,3.646,3.030,616,138,128,21,7,13,5,4,9,0,66,10,0,8,336,1,287,0,39,136,19,5,2,10,7,0,79,2,3,0,2,4,6,5,1,0,
            1 de enero de 2019,3.611,3.053,558,134,123,19,6,13,3,3,10,0,67,11,0,9,303,1,259,0,33,117,17,5,2,8,6,0,69,2,2,1,2,3,4,3,1,0,
            1 de enero de 2018,3.543,3.013,530,136,128,19,8,13,3,4,12,0,66,8,0,6,273,1,232,0,31,118,18,4,2,9,3,0,71,2,1,1,3,3,3,3,0,0,
            1 de enero de 2017,3.577,3.034,543,132,123,19,11,14,2,8,8,0,56,9,1,6,285,3,240,0,31,121,17,7,1,9,5,0,74,1,1,0,2,3,5,4,1,0,
            1 de enero de 2016,3.536,2.994,542,136,126,22,10,13,2,11,10,0,54,10,1,8,266,3,218,1,33,133,18,7,0,10,4,0,87,0,1,0,2,2,6,5,1,1,
            1 de enero de 2015,3.555,2.999,556,150,139,24,14,14,3,16,15,0,48,11,1,8,260,2,222,2,24,140,19,8,0,10,3,1,92,0,1,0,2,2,5,4,1,1,
            1 de enero de 2014,3.536,2.973,563,154,143,23,15,12,2,23,14,0,49,11,1,8,255,3,219,0,22,149,19,11,1,10,1,0,102,0,1,0,2,1,4,2,2,1,
            1 de enero de 2013,3.547,2.924,623,194,182,24,27,13,2,43,16,1,51,12,1,9,266,2,223,0,27,160,19,12,2,14,1,0,103,0,1,1,2,3,2,2,0,1,
        30026 Mazarrón,
            1 de enero de 2020,16.998,10.285,6.713,3.198,3.066,115,70,125,29,27,32,2.118,281,132,9,23,2.402,21,2.088,0,137,1.008,49,17,7,63,15,3,681,3,15,6,5,4,105,53,12,0,
            1 de enero de 2019,16.654,10.225,6.429,3.087,2.957,117,68,129,26,22,36,1.989,309,130,8,24,2.296,35,2.020,0,105,951,48,14,4,46,14,3,677,4,13,4,5,4,95,54,12,0,
            1 de enero de 2018,16.308,10.166,6.142,2.968,2.838,127,65,122,26,23,35,1.874,317,130,8,18,2.169,47,1.923,0,79,917,42,20,5,48,13,5,674,2,10,5,5,6,88,53,9,0,
            1 de enero de 2017,15.992,10.100,5.892,2.866,2.736,130,62,123,21,24,40,1.814,300,130,8,13,2.028,21,1.813,0,81,912,41,18,2,48,14,7,690,3,11,3,5,6,86,54,8,0,
            1 de enero de 2016,15.835,10.055,5.780,2.824,2.690,119,56,128,23,27,46,1.816,271,134,8,16,1.923,24,1.715,0,79,954,42,22,2,46,11,8,734,2,12,3,5,9,79,50,8,0,
            1 de enero de 2015,16.627,10.058,6.569,3.460,3.329,170,77,141,30,57,66,2.280,246,131,8,12,1.949,25,1.747,1,71,1.077,47,23,4,52,11,9,856,2,12,2,4,8,83,54,7,0,
            1 de enero de 2014,16.962,9.904,7.058,3.832,3.700,205,82,152,35,84,86,2.554,199,132,9,9,1.994,26,1.808,1,63,1.142,48,26,5,58,10,10,907,2,13,4,4,5,90,57,9,0,
            1 de enero de 2013,18.535,9.855,8.680,5.378,5.222,377,95,159,47,103,116,3.756,185,156,8,8,2.028,28,1.854,1,60,1.182,51,24,7,63,12,11,933,2,14,2,8,6,91,53,10,1,
        30027 Molina de Segura,
            1 de enero de 2020,36.494,30.631,5.863,1.474,1.312,117,127,260,88,33,55,61,479,162,21,85,1.846,176,1.512,12,73,2.381,141,136,130,573,125,15,841,26,73,45,34,108,161,104,16,1,
            1 de enero de 2019,35.862,30.457,5.405,1.425,1.274,115,114,247,82,36,56,52,483,151,18,85,1.697,159,1.393,13,65,2.132,128,130,106,455,115,14,827,25,61,48,29,87,150,102,12,1,
            1 de enero de 2018,35.392,30.244,5.148,1.453,1.305,116,124,237,80,41,56,53,507,148,16,86,1.548,139,1.278,15,52,2.000,125,133,87,388,106,11,838,19,64,45,23,73,146,113,9,1,
            1 de enero de 2017,35.035,30.006,5.029,1.475,1.326,117,133,246,87,41,50,52,511,149,21,81,1.475,134,1.209,15,54,1.928,132,130,73,364,102,13,829,15,60,42,25,63,150,123,10,1,
            1 de enero de 2016,34.700,29.717,4.983,1.492,1.344,118,132,253,84,46,52,51,521,148,24,80,1.443,133,1.164,18,61,1.898,130,135,69,330,100,15,845,13,61,39,24,55,149,118,14,1,
            1 de enero de 2015,34.617,29.495,5.122,1.631,1.488,121,155,269,84,76,61,62,548,143,24,74,1.357,128,1.085,21,53,1.982,135,138,76,336,101,18,895,16,67,38,26,52,149,114,16,3,
            1 de enero de 2014,34.372,29.127,5.245,1.766,1.616,123,151,277,77,121,73,72,587,150,25,80,1.317,125,1.046,21,53,2.021,134,146,80,334,105,15,928,17,68,30,24,57,138,100,19,3,
            1 de enero de 2013,34.292,28.812,5.480,1.923,1.767,135,172,288,83,145,87,84,610,156,25,83,1.313,131,1.029,22,56,2.111,138,171,101,345,103,17,953,19,69,27,28,61,130,100,8,3,
        30028 Moratalla,
            1 de enero de 2020,3.951,3.745,206,74,72,8,7,26,2,0,1,21,4,2,0,0,85,16,62,0,0,35,6,7,1,7,0,1,7,1,1,0,3,0,12,2,10,0,
            1 de enero de 2019,3.978,3.770,208,80,77,8,5,27,2,0,0,23,8,3,1,0,91,20,63,0,0,28,5,4,1,4,0,1,7,1,1,0,3,0,9,1,8,0,
            1 de enero de 2018,4.051,3.838,213,82,78,8,6,30,2,0,0,22,6,4,1,1,95,17,70,0,0,28,4,4,1,4,0,1,7,1,1,0,4,0,7,1,6,1,
            1 de enero de 2017,4.116,3.894,222,86,81,7,8,31,1,0,0,23,7,5,2,1,100,20,74,0,0,29,2,6,1,5,0,1,8,1,1,0,4,0,6,2,4,1,
            1 de enero de 2016,4.153,3.926,227,89,84,6,3,32,2,0,1,27,9,5,2,1,103,26,72,0,0,29,2,8,1,5,0,0,8,0,1,0,4,0,6,1,5,0,
            1 de enero de 2015,4.165,3.941,224,94,90,6,3,32,2,0,1,29,12,4,1,1,100,25,70,1,0,28,2,8,1,4,0,0,8,0,1,0,4,0,2,1,1,0,
            1 de enero de 2014,4.176,3.948,228,96,93,6,3,32,1,0,2,31,12,3,1,1,105,29,71,1,0,25,2,5,0,4,0,0,8,0,2,0,4,0,2,2,0,0,
            1 de enero de 2013,4.182,3.953,229,105,102,8,2,37,1,0,3,31,14,3,1,1,94,22,68,1,0,24,2,4,0,4,0,0,9,0,2,0,3,0,6,2,4,0,
        30029 Mula,
            1 de enero de 2020,8.722,7.057,1.665,203,193,8,1,93,3,2,16,15,43,10,0,2,784,12,703,2,18,663,0,160,1,41,5,1,436,5,5,1,0,3,15,11,0,0,
            1 de enero de 2019,8.671,7.056,1.615,212,201,7,2,94,5,2,15,19,44,11,0,3,721,10,652,3,17,663,1,154,2,33,5,1,452,2,7,0,0,2,19,14,1,0,
            1 de enero de 2018,8.619,7.050,1.569,217,207,7,2,92,9,2,16,17,49,10,0,3,675,12,614,3,10,657,1,156,3,30,3,1,448,4,7,1,0,2,20,13,2,0,
            1 de enero de 2017,8.558,7.033,1.525,231,221,7,1,94,6,0,16,25,56,10,0,2,627,12,578,2,8,648,1,150,4,30,4,1,443,5,6,1,0,2,19,12,0,0,
            1 de enero de 2016,8.526,7.024,1.502,230,223,8,1,94,7,0,22,28,51,7,0,2,590,12,549,2,6,661,1,135,3,27,4,1,475,5,4,1,0,3,21,13,1,0,
            1 de enero de 2015,8.599,7.088,1.511,222,216,9,1,95,9,0,20,25,48,6,0,2,557,12,525,2,5,715,2,136,4,28,3,1,526,5,4,1,0,3,17,12,0,0,
            1 de enero de 2014,8.754,7.080,1.674,315,305,13,1,101,9,0,41,67,58,10,0,3,552,12,517,2,3,788,3,150,5,22,2,0,590,5,4,1,0,4,19,11,0,0,
            1 de enero de 2013,8.782,7.091,1.691,351,341,14,2,106,8,0,50,88,53,10,0,3,508,14,482,0,2,808,1,161,4,21,1,0,606,1,5,1,0,4,24,10,2,0,
        30030 Murcia,
            1 de enero de 2020,224.929,192.266,32.663,7.595,5.252,452,843,1.010,436,80,126,1.000,816,2.343,143,1.664,12.839,807,9.007,312,840,10.819,748,1.438,323,1.583,338,161,3.565,164,203,232,136,837,1.384,752,202,26,
            1 de enero de 2019,221.543,191.577,29.966,7.385,5.094,451,857,997,420,75,121,930,772,2.291,140,1.681,11.390,683,8.071,308,744,9.811,691,1.437,293,1.324,320,149,3.525,152,169,233,133,569,1.358,759,175,22,
            1 de enero de 2018,218.511,190.676,27.835,7.195,5.041,449,960,976,367,72,104,881,794,2.154,130,1.595,10.296,620,7.393,305,640,9.074,689,1.427,264,1.129,285,141,3.525,135,148,223,119,410,1.253,741,160,17,
            1 de enero de 2017,216.548,189.860,26.688,6.969,4.860,446,960,950,338,62,102,811,803,2.109,124,1.571,9.776,600,6.971,302,619,8.776,677,1.429,250,1.040,283,143,3.585,125,142,223,115,295,1.148,744,151,19,
            1 de enero de 2016,215.535,189.164,26.371,6.852,4.760,449,912,932,317,70,115,786,796,2.092,130,1.543,9.615,611,6.830,309,594,8.823,671,1.473,237,1.030,281,143,3.732,120,145,237,108,227,1.064,740,133,17,
            1 de enero de 2015,215.177,188.481,26.696,6.842,4.847,446,924,944,318,78,110,807,818,1.995,138,1.436,9.656,624,6.828,326,595,9.114,685,1.507,234,1.082,288,138,3.941,117,146,262,107,215,1.067,775,118,17,
            1 de enero de 2014,215.226,187.640,27.586,7.005,5.022,451,963,955,322,91,127,838,848,1.983,148,1.421,10.027,691,6.975,374,645,9.453,716,1.608,253,1.114,270,146,4.152,111,149,237,119,210,1.082,791,105,19,
            1 de enero de 2013,214.904,186.625,28.279,6.951,4.912,454,927,952,306,90,122,811,828,2.039,153,1.466,10.455,747,7.209,399,712,9.815,745,1.793,271,1.131,239,149,4.292,127,155,204,122,215,1.041,780,73,17,
        30031 Ojós,
            1 de enero de 2020,267,263,4,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2019,260,256,4,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2018,262,258,4,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2017,268,263,5,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2016,266,262,4,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2015,270,264,6,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2014,285,279,6,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
            1 de enero de 2013,295,287,8,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
        30032 Pliego,
            1 de enero de 2020,1.981,1.762,219,107,104,0,4,29,3,0,30,19,11,3,0,2,83,1,81,0,0,25,0,8,1,0,2,0,5,0,3,0,0,1,4,2,1,0,
            1 de enero de 2019,1.991,1.776,215,117,114,0,7,30,4,1,34,22,9,3,0,2,67,0,66,0,0,28,0,7,2,0,2,0,9,0,2,0,0,1,3,2,1,0,
            1 de enero de 2018,1.989,1.770,219,124,121,0,7,31,3,1,37,24,11,3,0,2,68,0,66,0,0,24,0,7,2,0,1,0,7,0,2,0,0,1,3,2,1,0,
            1 de enero de 2017,2.008,1.786,222,133,130,0,9,31,4,0,42,25,14,3,0,2,63,1,61,0,0,24,0,3,2,0,1,0,10,0,3,0,0,1,2,1,1,0,
            1 de enero de 2016,2.031,1.788,243,155,151,1,12,31,3,0,55,26,15,4,0,2,62,1,61,0,0,24,0,4,2,0,0,0,10,0,2,1,0,1,2,0,2,0,
            1 de enero de 2015,2.050,1.795,255,166,163,1,15,32,2,0,66,26,12,3,0,1,59,1,57,0,1,27,0,6,2,0,1,0,11,0,2,0,0,1,3,0,3,0,
            1 de enero de 2014,2.029,1.781,248,166,163,1,6,32,2,0,74,27,13,3,0,1,53,1,51,0,1,26,0,4,2,0,1,1,10,0,2,0,0,1,3,0,3,0,
            1 de enero de 2013,2.009,1.773,236,162,158,2,3,32,2,0,75,25,11,4,0,2,51,1,49,0,0,23,0,2,2,0,1,1,9,0,2,0,0,1,0,0,0,0,
        30033 Puerto Lumbreras,
            1 de enero de 2020,7.998,6.194,1.804,362,337,9,33,160,1,1,7,26,83,25,5,3,1.060,2,962,1,52,353,18,12,7,33,10,5,191,1,1,6,2,3,29,9,20,0,
            1 de enero de 2019,7.778,6.185,1.593,353,329,9,22,159,1,1,8,22,92,24,5,2,892,2,813,0,43,317,19,11,7,23,8,5,179,2,1,5,1,2,31,8,20,0,
            1 de enero de 2018,7.519,6.134,1.385,369,342,8,22,161,1,0,13,20,100,27,4,2,718,1,656,0,33,266,20,9,8,11,5,4,174,2,2,4,0,1,32,8,18,0,
            1 de enero de 2017,7.541,6.144,1.397,429,399,10,25,162,1,0,18,27,143,30,5,2,657,3,593,0,33,283,20,6,8,18,6,5,196,2,1,4,1,1,28,10,12,0,
            1 de enero de 2016,7.457,6.109,1.348,443,412,11,21,169,1,1,24,33,143,31,5,2,607,3,548,0,28,273,19,6,6,15,5,4,193,2,1,3,1,1,25,9,11,0,
            1 de enero de 2015,7.357,6.048,1.309,450,419,10,18,178,1,1,24,39,138,31,4,2,548,3,485,0,33,294,19,6,7,15,3,4,215,2,1,3,1,1,17,7,7,0,
            1 de enero de 2014,7.296,6.028,1.268,457,428,10,18,182,1,2,25,41,139,29,3,2,494,3,430,0,33,300,25,7,7,17,3,4,214,2,1,4,1,1,17,6,7,0,
            1 de enero de 2013,7.288,5.989,1.299,534,494,14,20,185,2,2,32,59,163,40,3,2,440,4,387,1,25,316,28,9,9,16,2,4,219,5,1,3,1,2,9,6,3,0,
        30034 Ricote,
            1 de enero de 2020,668,635,33,15,14,0,0,1,0,0,0,13,0,1,0,1,16,0,16,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2019,675,648,27,15,14,0,0,1,0,0,0,13,0,1,0,1,11,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2018,688,658,30,17,16,0,0,3,0,0,0,11,0,1,0,1,12,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2017,695,669,26,14,11,0,0,3,0,0,0,6,0,3,1,1,11,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2016,701,671,30,16,13,0,0,3,0,0,0,9,0,3,1,1,12,0,12,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2015,718,687,31,17,15,0,0,3,0,0,0,11,0,2,1,1,12,0,12,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2014,724,690,34,21,18,1,0,4,0,0,0,12,0,3,1,1,11,0,11,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2013,727,695,32,19,17,1,0,2,0,0,0,13,0,2,0,1,11,0,11,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
        30035 San Javier,
            1 de enero de 2020,16.658,12.365,4.293,1.315,1.070,71,85,78,40,25,37,363,199,245,54,121,1.907,16,1.850,2,5,969,86,120,27,65,62,25,458,13,18,13,11,20,99,40,3,3,
            1 de enero de 2019,16.318,12.258,4.060,1.233,997,72,86,75,38,25,32,315,190,236,50,120,1.810,14,1.759,2,4,925,86,125,27,64,54,20,442,12,16,10,8,16,89,36,4,3,
            1 de enero de 2018,16.033,12.154,3.879,1.134,923,73,86,62,33,22,32,297,171,211,33,114,1.783,12,1.734,3,2,883,81,125,20,56,47,19,447,9,15,5,8,11,76,30,2,3,
            1 de enero de 2017,15.960,12.096,3.864,1.123,908,81,91,62,30,27,28,279,186,215,37,109,1.778,14,1.726,6,1,882,82,132,15,49,49,18,449,7,15,5,11,14,79,26,4,2,
            1 de enero de 2016,16.030,11.958,4.072,1.244,1.017,97,96,66,29,23,32,321,201,227,52,103,1.795,15,1.739,6,3,944,90,141,11,54,52,18,485,7,19,4,11,12,88,31,4,1,
            1 de enero de 2015,16.167,11.840,4.327,1.394,1.152,105,96,69,33,28,35,392,227,242,60,101,1.851,17,1.794,6,1,994,93,154,10,64,51,18,509,6,20,7,9,10,87,28,5,1,
            1 de enero de 2014,16.262,11.731,4.531,1.492,1.250,112,110,71,38,26,40,431,253,242,53,102,1.911,19,1.853,5,1,1.033,99,164,13,60,51,20,532,5,16,9,10,12,93,31,5,2,
            1 de enero de 2013,16.734,11.618,5.116,1.965,1.668,160,123,89,39,31,46,652,282,297,57,100,1.993,20,1.931,4,2,1.063,103,175,15,61,49,21,543,6,16,8,9,14,94,37,1,1,
        30036 San Pedro del Pinatar,
            1 de enero de 2020,13.069,9.891,3.178,1.158,892,26,46,62,24,8,10,164,459,266,28,178,1.396,33,1.343,2,5,567,36,16,13,73,28,6,326,2,4,15,4,28,55,27,3,2,
            1 de enero de 2019,12.828,9.768,3.060,1.179,924,22,48,61,27,4,6,189,483,255,23,184,1.283,10,1.258,3,4,546,35,17,12,50,25,9,328,2,5,16,5,22,50,30,1,2,
            1 de enero de 2018,12.733,9.736,2.997,1.154,920,26,44,61,21,3,7,172,511,234,20,172,1.253,10,1.228,2,3,534,40,17,16,42,25,7,324,5,4,13,7,19,54,33,1,2,
            1 de enero de 2017,12.590,9.601,2.989,1.232,989,23,52,61,21,4,12,191,550,243,23,180,1.182,9,1.159,2,2,526,42,17,13,42,29,5,325,5,5,12,6,15,47,32,0,2,
            1 de enero de 2016,12.441,9.447,2.994,1.294,1.039,26,55,61,19,5,11,240,544,255,23,182,1.122,9,1.098,3,2,535,38,17,12,44,28,4,339,6,5,11,6,10,41,27,0,2,
            1 de enero de 2015,12.293,9.307,2.986,1.299,1.043,30,55,67,22,5,12,242,533,256,23,180,1.116,8,1.095,3,0,528,38,15,9,43,28,7,345,4,4,11,5,7,42,29,0,1,
            1 de enero de 2014,12.175,9.176,2.999,1.311,1.068,28,57,68,20,6,11,244,556,243,23,170,1.083,7,1.066,3,0,559,39,16,10,48,30,8,363,4,5,10,6,7,45,27,0,1,
            1 de enero de 2013,12.186,9.044,3.142,1.465,1.207,36,61,66,21,7,9,316,591,258,29,171,1.062,5,1.044,3,2,575,37,17,10,52,26,9,376,2,4,13,6,7,39,32,0,1,
        30901 Santomera,
            1 de enero de 2020,8.147,6.691,1.456,202,160,15,27,47,2,7,6,2,43,42,10,21,849,53,769,1,11,381,24,47,38,108,9,0,123,0,2,1,1,16,24,18,0,0,
            1 de enero de 2019,8.124,6.686,1.438,218,173,15,34,48,2,7,7,2,46,45,10,24,820,56,740,1,7,375,24,47,39,107,6,0,126,1,1,1,1,13,25,17,0,0,
            1 de enero de 2018,8.093,6.670,1.423,225,178,15,36,50,3,8,6,3,44,47,9,26,821,55,741,1,6,354,26,42,35,89,8,0,133,1,2,2,1,10,23,17,0,0,
            1 de enero de 2017,8.120,6.678,1.442,238,189,15,43,50,2,9,6,3,48,49,9,27,827,57,751,1,3,362,27,42,33,97,8,0,136,0,1,2,0,10,15,15,0,0,
            1 de enero de 2016,8.081,6.660,1.421,247,198,14,44,59,2,8,7,2,50,49,9,29,778,58,706,1,2,386,24,44,33,98,7,0,157,1,1,2,3,8,10,10,0,0,
            1 de enero de 2015,8.157,6.681,1.476,257,210,13,43,61,3,9,5,3,58,47,9,27,803,59,732,1,3,401,26,45,35,97,5,1,165,2,2,1,8,6,15,15,0,0,
